AMEX60DD000001	ZFP37-ZNF568
AMEX60DD036579	PLBD1
AMEX60DD036580	CNPY3
AMEX60DD036581	AMEX60DD036581
AMEX60DD036582	L345_15541
AMEX60DD036583	RPL7L1
AMEX60DD036584	AMEX60DD036584
AMEX60DD036585	AMEX60DD036585
AMEX60DD036586	AMEX60DD036586
AMEX60DD036587	ROHU_028354
AMEX60DD036588	RAMAC
AMEX60DD036589	AMEX60DD036589
AMEX60DD036590	LOC107300460-ZNF397
AMEX60DD036591	LOC102942056-ZNF180
AMEX60DD036592	AMEX60DD036592
AMEX60DD036593	LOC114039397-ZSCAN31
AMEX60DD036594	AMEX60DD036594
AMEX60DD036595	AMEX60DD036595
AMEX60DD036596	AMEX60DD036596
AMEX60DD036597	AMEX60DD036597
AMEX60DD036598	LOC106702273
AMEX60DD036599	LOC115650587
AMEX60DD036600	LOC104942223
AMEX60DD036601	AMEX60DD036601
AMEX60DD036602	N/A
AMEX60DD036603	LOC112587105-LC27
AMEX60DD036604	OJAV_G00236990
AMEX60DD036605	AMEX60DD036605
AMEX60DD036606	LOC115650589
AMEX60DD036607	AMEX60DD036607
AMEX60DD036608	PRDM9-ZNF84
AMEX60DD036609	PRDM9-ZNF432
AMEX60DD036610	PRDM9
AMEX60DD036611	PRDM9
AMEX60DD036612	PRDM9-ZNF300
AMEX60DD036613	PRDM9
AMEX60DD036614	PRDM9
AMEX60DD036615	PRDM9
AMEX60DD036616	PRDM9-ZNF630
AMEX60DD036617	PRDM9-ZNF432
AMEX60DD036618	AMEX60DD036618
AMEX60DD036619	PRDM9
AMEX60DD036620	AMEX60DD036620
AMEX60DD036621	PRDM9
AMEX60DD036622	ZNF432-ZNF268
AMEX60DD036623	AMEX60DD036623
AMEX60DD036624	AMEX60DD036624
AMEX60DD036625	AMEX60DD036625
AMEX60DD036626	AMEX60DD036626
AMEX60DD036627	AMEX60DD036627
AMEX60DD036628	AMEX60DD036628
AMEX60DD036629	LOC103281413-ZNF268
AMEX60DD036630	DUI87_35028
AMEX60DD036631	TREES_T100008363
AMEX60DD036632	LOC114595135-ZNF845
AMEX60DD036633	LOC111565595
AMEX60DD036634	AMEX60DD036634
AMEX60DD036635	LOC114789635
AMEX60DD036636	LOC106702273
AMEX60DD036637	N/A
AMEX60DD036638	AMEX60DD036638
AMEX60DD036639	LOC115074236-NXPE4
AMEX60DD036640	LOC100336828
AMEX60DD036641	AMEX60DD036641
AMEX60DD036642	AMEX60DD036642
AMEX60DD036643	AMEX60DD036643
AMEX60DD036644	AMEX60DD036644
AMEX60DD036645	LOC111611030
AMEX60DD036646	LOC115074236-NXPE2
AMEX60DD036647	LOC114789635
AMEX60DD036648	LOC114789697-ZNF345
AMEX60DD036649	AMEX60DD036649
AMEX60DD036650	AMEX60DD036650
AMEX60DD036651	LOC115815443
AMEX60DD036652	LOC115815443
AMEX60DD036653	PRPF40A
AMEX60DD036654	PRPF40A
AMEX60DD036655	PRPF40A
AMEX60DD036656	AMEX60DD036656
AMEX60DD036657	AMEX60DD036657
AMEX60DD036658	AMEX60DD036658
AMEX60DD036659	AMEX60DD036659
AMEX60DD036660	AMEX60DD036660
AMEX60DD036661	LOC105755997-ZNF432
AMEX60DD036662	AMEX60DD036662
AMEX60DD036663	ZNF432-ZNF268
AMEX60DD036664	LOC100670026-PRDM9
AMEX60DD036665	PRDM9
AMEX60DD036666	AB205_0112270
AMEX60DD036667	LOC102281374-LOC90346
AMEX60DD036668	AMEX60DD036668
AMEX60DD036669	LOC114199491-ZNF268
AMEX60DD036670	AMEX60DD036670
AMEX60DD036671	N/A
AMEX60DD036672	AMEX60DD036672
AMEX60DD036673	LOC103281413-PRDM9
AMEX60DD036674	AMEX60DD036674
AMEX60DD036675	PRDM9
AMEX60DD036676	AMEX60DD036676
AMEX60DD036677	AMEX60DD036677
AMEX60DD036678	AMEX60DD036678
AMEX60DD036679	AMEX60DD036679
AMEX60DD036680	LOC114789635
AMEX60DD036681	ZNF436-ZNF883
AMEX60DD036682	AMEX60DD036682
AMEX60DD036683	AMEX60DD036683
AMEX60DD036684	AMEX60DD036684
AMEX60DD036685	NUP85
AMEX60DD036686	LOC100618834-ZNF84
AMEX60DD036687	PRDM9-ZNF84
AMEX60DD036688	AMEX60DD036688
AMEX60DD036689	AMEX60DD036689
AMEX60DD036690	LOC100618834-ZNF84
AMEX60DD036691	LOC100618834-ZNF84
AMEX60DD036692	LOC107106349-ZNF268
AMEX60DD036693	AMEX60DD036693
AMEX60DD036694	AMEX60DD036694
AMEX60DD036695	AB205_0141470
AMEX60DD036696	AMEX60DD036696
AMEX60DD036697	PRDM9
AMEX60DD036698	ZNF432-ZNF268
AMEX60DD036699	LOC103281476-ZNF268
AMEX60DD036700	LOC107109176
AMEX60DD036701	AMEX60DD036701
AMEX60DD036702	LOC113935897-LOC90346
AMEX60DD036703	LOC100851938
AMEX60DD036704	AMEX60DD036704
AMEX60DD036705	KIF22
AMEX60DD036706	PRDM9-ZNF157
AMEX60DD036707	LOC111824323-ZNF157
AMEX60DD036708	AMEX60DD036708
AMEX60DD036709	PRDM9
AMEX60DD036710	PRDM9
AMEX60DD036711	AMEX60DD036711
AMEX60DD036712	LOC102462795
AMEX60DD036713	AMEX60DD036713
AMEX60DD036714	AMEX60DD036714
AMEX60DD036715	AMEX60DD036715
AMEX60DD036716	LOC110070444-ZNF397
AMEX60DD036717	LOC114789697-ZNF79
AMEX60DD036718	AMEX60DD036718
AMEX60DD036719	ROHU_014185
AMEX60DD036720	AMEX60DD036720
AMEX60DD036721	AMEX60DD036721
AMEX60DD036722	AMEX60DD036722
AMEX60DD036723	AMEX60DD036723
AMEX60DD036724	LOC100619290-ZNF84
AMEX60DD036725	LOC103281476-ZNF569
AMEX60DD036726	AMEX60DD036726
AMEX60DD036727	LOC107106349-ZNF268
AMEX60DD036728	AMEX60DD036728
AMEX60DD036729	I79_021154
AMEX60DD036730	XELAEV_18032724MG
AMEX60DD036731	LOC114789697-ZNF420
AMEX60DD036732	LOC115460734
AMEX60DD036733	LOC109063959-ZNF567
AMEX60DD036734	AMEX60DD036734
AMEX60DD036735	AMEX60DD036735
AMEX60DD036736	AMEX60DD036736
AMEX60DD036737	AMEX60DD036737
AMEX60DD036738	AMEX60DD036738
AMEX60DD036739	AMEX60DD036739
AMEX60DD036740	AMEX60DD036740
AMEX60DD036741	AMEX60DD036741
AMEX60DD036742	LOC114789697-ZNF658
AMEX60DD036743	GLIPR1
AMEX60DD036744	AMEX60DD036744
AMEX60DD036745	AMEX60DD036745
AMEX60DD036746	GLIPR1
AMEX60DD036747	AMEX60DD036747
AMEX60DD036748	AMEX60DD036748
AMEX60DD036749	LOC115477663-GLIPR1L2
AMEX60DD036750	LOC115464621-ZNF850
AMEX60DD036751	AMEX60DD036751
AMEX60DD036752	AMEX60DD036752
AMEX60DD036753	LOC115078737-CASR
AMEX60DD036754	AMEX60DD036754
AMEX60DD036755	AMEX60DD036755
AMEX60DD036756	LOC114595149
AMEX60DD036757	COL6A6
AMEX60DD036758	AMEX60DD036758
AMEX60DD036759	AMEX60DD036759
AMEX60DD036760	LOC115077732-CASR
AMEX60DD036761	AMEX60DD036761
AMEX60DD036762	AMEX60DD036762
AMEX60DD036763	LOC115083177-CASR
AMEX60DD036764	AMEX60DD036764
AMEX60DD036765	LOC114645730
AMEX60DD036766	AMEX60DD036766
AMEX60DD036767	AMEX60DD036767
AMEX60DD036768	CLCA2
AMEX60DD036769	AMEX60DD036769
AMEX60DD036770	AMEX60DD036770
AMEX60DD036771	AMEX60DD036771
AMEX60DD036772	LOC107122448-ZSCAN31
AMEX60DD036773	AMEX60DD036773
AMEX60DD036774	LOC114592200-ZNF397
AMEX60DD036775	LOC107119788-ZSCAN12
AMEX60DD036776	AMEX60DD036776
AMEX60DD036777	AMEX60DD036777
AMEX60DD036778	CCDC30
AMEX60DD036779	AMEX60DD036779
AMEX60DD036780	AMEX60DD036780
AMEX60DD036781	GCNA
AMEX60DD036782	SNRNP27
AMEX60DD036783	OGT
AMEX60DD036784	TAF1
AMEX60DD036785	LOC108803445-RHOG
AMEX60DD036786	SDHA
AMEX60DD036787	CCDC127
AMEX60DD036788	DUI87_07975-CCDC127
AMEX60DD036789	LOC108698325-FHDC1
AMEX60DD036790	AMEX60DD036790
AMEX60DD036791	AMEX60DD036791
AMEX60DD036792	N/A
AMEX60DD036793	AMEX60DD036793
AMEX60DD036794	LOC115130707
AMEX60DD036795	LOC115130707
AMEX60DD036796	LOC113542875-FHDC1
AMEX60DD036797	AMEX60DD036797
AMEX60DD036798	LOC115130707
AMEX60DD036799	LOC108698325-FHDC1
AMEX60DD036800	LOC113541580-RAB38
AMEX60DD036801	AMEX60DD036801
AMEX60DD036802	ITGB1BP2-CHORDC1
AMEX60DD036803	AMEX60DD036803
AMEX60DD036804	EOD39_14473-SLC25A15
AMEX60DD036805	ZGC:113208
AMEX60DD036806	NONO
AMEX60DD036807	AMEX60DD036807
AMEX60DD036808	ZMYM3
AMEX60DD036809	LOC106527161
AMEX60DD036810	AMEX60DD036810
AMEX60DD036811	LOC109070705
AMEX60DD036812	GJB1
AMEX60DD036813	AMEX60DD036813
AMEX60DD036814	AMEX60DD036814
AMEX60DD036815	CXHXORF65-CXORF65
AMEX60DD036816	MED12
AMEX60DD036817	MED12
AMEX60DD036818	AMEX60DD036818
AMEX60DD036819	SERPINH1
AMEX60DD036820	AMEX60DD036820
AMEX60DD036821	AMEX60DD036821
AMEX60DD036822	AMEX60DD036822
AMEX60DD036823	D4764_09G0009520
AMEX60DD036824	AMEX60DD036824
AMEX60DD036825	LOC115388170
AMEX60DD036826	LLAP_15888-NLGN3
AMEX60DD036827	AMEX60DD036827
AMEX60DD036828	AMEX60DD036828
AMEX60DD036829	LOC110521102
AMEX60DD036830	AMEX60DD036830
AMEX60DD036831	AMEX60DD036831
AMEX60DD036832	AMEX60DD036832
AMEX60DD036833	AMEX60DD036833
AMEX60DD036834	IL2RG
AMEX60DD036835	LOC114595149
AMEX60DD036836	AMEX60DD036836
AMEX60DD036837	AMEX60DD036837
AMEX60DD036838	AMEX60DD036838
AMEX60DD036839	LOC102939992-SESN3
AMEX60DD036840	AMEX60DD036840
AMEX60DD036841	FOXO4
AMEX60DD036842	SNX12
AMEX60DD036843	AMEX60DD036843
AMEX60DD036844	LOC115474895
AMEX60DD036845	AMEX60DD036845
AMEX60DD036846	LOC115575973-LINC00504
AMEX60DD036847	LOC108785582
AMEX60DD036848	AMEX60DD036848
AMEX60DD036849	AMEX60DD036849
AMEX60DD036850	AMEX60DD036850
AMEX60DD036851	AMEX60DD036851
AMEX60DD036852	LOC115464621-ZNF420
AMEX60DD036853	CIB84_013666-RAN
AMEX60DD036854	AMEX60DD036854
AMEX60DD036855	AMEX60DD036855
AMEX60DD036856	LOC115464621-ZNF91
AMEX60DD036857	LOC115083636-ZNF208
AMEX60DD036858	LOC115083636-ZNF208
AMEX60DD036859	ZFP993-ZNF850
AMEX60DD036860	CGPICR_021217-ZNF160
AMEX60DD036861	AMEX60DD036861
AMEX60DD036862	LOC104150633-PRSS23
AMEX60DD036863	AMEX60DD036863
AMEX60DD036864	AMEX60DD036864
AMEX60DD036865	GSONMT00045911001
AMEX60DD036866	SLC7A3
AMEX60DD036867	LOC108802115
AMEX60DD036868	AMEX60DD036868
AMEX60DD036869	N/A
AMEX60DD036870	AMEX60DD036870
AMEX60DD036871	D623_10002074-ZNF677
AMEX60DD036872	AMEX60DD036872
AMEX60DD036873	LOC108803450
AMEX60DD036874	LOC108803380-ZNF420
AMEX60DD036875	AMEX60DD036875
AMEX60DD036876	ZNF300-ZNF41
AMEX60DD036877	ZFP993-ZNF850
AMEX60DD036878	LOC108802115
AMEX60DD036879	DPX16_9931
AMEX60DD036880	TEX11
AMEX60DD036881	N/A
AMEX60DD036882	DLG3
AMEX60DD036883	AMEX60DD036883
AMEX60DD036884	AMEX60DD036884
AMEX60DD036885	AMEX60DD036885
AMEX60DD036886	AMEX60DD036886
AMEX60DD036887	DLG3
AMEX60DD036888	GDPD2
AMEX60DD036889	AMEX60DD036889
AMEX60DD036890	AMEX60DD036890
AMEX60DD036891	DLG3
AMEX60DD036892	AMEX60DD036892
AMEX60DD036893	AMEX60DD036893
AMEX60DD036894	KIF4A
AMEX60DD036895	LOC115370421
AMEX60DD036896	LOC105357518-LOC105373926
AMEX60DD036897	AMEX60DD036897
AMEX60DD036898	AMEX60DD036898
AMEX60DD036899	LOC102359145-ARAP1
AMEX60DD036900	ARAP1
AMEX60DD036901	LOC103047121-ARAP2
AMEX60DD036902	PDZD11
AMEX60DD036903	LOC115094319-STARD10
AMEX60DD036904	RAB6A
AMEX60DD036905	AMEX60DD036905
AMEX60DD036906	ARR2-ARRB1
AMEX60DD036907	LOC115130639
AMEX60DD036908	LOC114768012
AMEX60DD036909	INPPL1
AMEX60DD036910	EYF80_010730
AMEX60DD036911	LOC115163785-CLIC6
AMEX60DD036912	LOC115163785-CLIC6
AMEX60DD036913	DR999_PMT01182-P2RY4
AMEX60DD036914	LOC115094324-DGAT2
AMEX60DD036915	IGBP1
AMEX60DD036916	AMEX60DD036916
AMEX60DD036917	AMEX60DD036917
AMEX60DD036918	AMEX60DD036918
AMEX60DD036919	AMEX60DD036919
AMEX60DD036920	AMEX60DD036920
AMEX60DD036921	LOC115657894-LRRC32
AMEX60DD036922	LOC108785620-WNT11
AMEX60DD036923	MONAX_5E001642
AMEX60DD036924	LOC102358329
AMEX60DD036925	AMEX60DD036925
AMEX60DD036926	FAM155B
AMEX60DD036927	FAM155B
AMEX60DD036928	LOC115474256
AMEX60DD036929	FAM155B
AMEX60DD036930	AMEX60DD036930
AMEX60DD036931	FAM155B
AMEX60DD036932	AMEX60DD036932
AMEX60DD036933	EFNB1
AMEX60DD036934	AMEX60DD036934
AMEX60DD036935	AMEX60DD036935
AMEX60DD036936	AMEX60DD036936
AMEX60DD036937	LOC113076235
AMEX60DD036938	AMEX60DD036938
AMEX60DD036939	LOC111834194
AMEX60DD036940	AMEX60DD036940
AMEX60DD036941	AMEX60DD036941
AMEX60DD036942	AMEX60DD036942
AMEX60DD036943	AMEX60DD036943
AMEX60DD036944	AMEX60DD036944
AMEX60DD036945	AMEX60DD036945
AMEX60DD036946	CNGB3
AMEX60DD036947	AMEX60DD036947
AMEX60DD036948	AMEX60DD036948
AMEX60DD036949	AMEX60DD036949
AMEX60DD036950	AMEX60DD036950
AMEX60DD036951	LOC115094469-ARHGAP20
AMEX60DD036952	ROHU_030003
AMEX60DD036953	AMEX60DD036953
AMEX60DD036954	AMEX60DD036954
AMEX60DD036955	AMEX60DD036955
AMEX60DD036956	LOC108698892
AMEX60DD036957	LOC115816455
AMEX60DD036958	AMEX60DD036958
AMEX60DD036959	AMEX60DD036959
AMEX60DD036960	AMEX60DD036960
AMEX60DD036961	AMEX60DD036961
AMEX60DD036962	AMEX60DD036962
AMEX60DD036963	AMEX60DD036963
AMEX60DD036964	LOC104459018
AMEX60DD036965	AMEX60DD036965
AMEX60DD036966	AMEX60DD036966
AMEX60DD036967	VSIG4
AMEX60DD036968	AMEX60DD036968
AMEX60DD036969	AMEX60DD036969
AMEX60DD036970	AMEX60DD036970
AMEX60DD036971	LOC115474338-HSF2
AMEX60DD036972	AMEX60DD036972
AMEX60DD036973	AMEX60DD036973
AMEX60DD036974	AMEX60DD036974
AMEX60DD036975	AMEX60DD036975
AMEX60DD036976	AMEX60DD036976
AMEX60DD036977	AMEX60DD036977
AMEX60DD036978	GPR83
AMEX60DD036979	AMEX60DD036979
AMEX60DD036980	AMEX60DD036980
AMEX60DD036981	ROHU_007132
AMEX60DD036982	AMEX60DD036982
AMEX60DD036983	ROHU_001488
AMEX60DD036984	PARPI_0007370
AMEX60DD036985	AMEX60DD036985
AMEX60DD036986	AMEX60DD036986
AMEX60DD036987	LOC113105364
AMEX60DD036988	AMEX60DD036988
AMEX60DD036989	AMEX60DD036989
AMEX60DD036990	EDA2R
AMEX60DD036991	LOC506251-RPL8
AMEX60DD036992	RPL8
AMEX60DD036993	AMEX60DD036993
AMEX60DD036994	LOC108698892-NYNRIN
AMEX60DD036995	AMEX60DD036995
AMEX60DD036996	AMEX60DD036996
AMEX60DD036997	LOC108698892-ERV3-2
AMEX60DD036998	AMEX60DD036998
AMEX60DD036999	OPHN1
AMEX60DD037000	AMEX60DD037000
AMEX60DD037001	OPHN1
AMEX60DD037002	YIPF6
AMEX60DD037003	AMEX60DD037003
AMEX60DD037004	AMEX60DD037004
AMEX60DD037005	AMEX60DD037005
AMEX60DD037006	LOC100494508-RXFP1
AMEX60DD037007	AMEX60DD037007
AMEX60DD037008	CXORF56
AMEX60DD037009	AMEX60DD037009
AMEX60DD037010	AMEX60DD037010
AMEX60DD037011	LOC115094470
AMEX60DD037012	MSN
AMEX60DD037013	DR999_PMT20620
AMEX60DD037014	LOC114468530-ERV3-2
AMEX60DD037015	LAS1L
AMEX60DD037016	AMEX60DD037016
AMEX60DD037017	ZC3H12B
AMEX60DD037018	AMEX60DD037018
AMEX60DD037019	ZC4H2
AMEX60DD037020	AMEX60DD037020
AMEX60DD037021	AMEX60DD037021
AMEX60DD037022	DUI87_25150
AMEX60DD037023	CUNH8ORF48
AMEX60DD037024	SHISA2
AMEX60DD037025	MTMR8
AMEX60DD037026	RPL27A
AMEX60DD037027	AMEX60DD037027
AMEX60DD037028	AMEX60DD037028
AMEX60DD037029	AMEX60DD037029
AMEX60DD037030	AMEX60DD037030
AMEX60DD037031	ASB12
AMEX60DD037032	AMEX60DD037032
AMEX60DD037033	VRK3
AMEX60DD037034	AMER1
AMEX60DD037035	AMEX60DD037035
AMEX60DD037036	LOC108448384-FAM186A
AMEX60DD037037	LOC108448384-FAM186A
AMEX60DD037038	N/A
AMEX60DD037039	AMEX60DD037039
AMEX60DD037040	ARHGEF9
AMEX60DD037041	ARHGEF9
AMEX60DD037042	DNTS_032593
AMEX60DD037043	LOC115474923-FLT1
AMEX60DD037044	AMEX60DD037044
AMEX60DD037045	LOC115474589-CDX4
AMEX60DD037046	AMEX60DD037046
AMEX60DD037047	AMEX60DD037047
AMEX60DD037048	LOC112119268-LNX2
AMEX60DD037049	AMEX60DD037049
AMEX60DD037050	LOC108698892-ERV3-2
AMEX60DD037051	LOC116043362
AMEX60DD037052	M91_21675
AMEX60DD037053	CHK1
AMEX60DD037054	AMEX60DD037054
AMEX60DD037055	SLC16A2
AMEX60DD037056	RLIM
AMEX60DD037057	AMEX60DD037057
AMEX60DD037058	D9C73_027833
AMEX60DD037059	LOC103345346
AMEX60DD037060	N/A
AMEX60DD037061	AMEX60DD037061
AMEX60DD037062	AMEX60DD037062
AMEX60DD037063	AMEX60DD037063
AMEX60DD037064	AMEX60DD037064
AMEX60DD037065	LOC109072201
AMEX60DD037066	ABCB7
AMEX60DD037067	AMEX60DD037067
AMEX60DD037068	AMEX60DD037068
AMEX60DD037069	UPRT
AMEX60DD037070	AMEX60DD037070
AMEX60DD037071	AMEX60DD037071
AMEX60DD037072	AMEX60DD037072
AMEX60DD037073	ZDHHC15
AMEX60DD037074	AMEX60DD037074
AMEX60DD037075	AMEX60DD037075
AMEX60DD037076	AMEX60DD037076
AMEX60DD037077	AMEX60DD037077
AMEX60DD037078	FGF16
AMEX60DD037079	AMEX60DD037079
AMEX60DD037080	ATRX
AMEX60DD037081	AMEX60DD037081
AMEX60DD037082	AMEX60DD037082
AMEX60DD037083	AMEX60DD037083
AMEX60DD037084	AMEX60DD037084
AMEX60DD037085	ATRX
AMEX60DD037086	MAGT1
AMEX60DD037087	AMEX60DD037087
AMEX60DD037088	COX7B
AMEX60DD037089	AMEX60DD037089
AMEX60DD037090	LOC111772992
AMEX60DD037091	ATP7A
AMEX60DD037092	DPX16_21124
AMEX60DD037093	PGK
AMEX60DD037094	LOC102351696-LOC100130764
AMEX60DD037095	AMEX60DD037095
AMEX60DD037096	AMOT
AMEX60DD037097	LOC115474854-LHFPL1
AMEX60DD037098	AMEX60DD037098
AMEX60DD037099	AMEX60DD037099
AMEX60DD037100	AMEX60DD037100
AMEX60DD037101	AMEX60DD037101
AMEX60DD037102	AMEX60DD037102
AMEX60DD037103	TRPC5
AMEX60DD037104	AMEX60DD037104
AMEX60DD037105	ALG13
AMEX60DD037106	N/A
AMEX60DD037107	AMEX60DD037107
AMEX60DD037108	AMEX60DD037108
AMEX60DD037109	ALG13
AMEX60DD037110	SERTM2
AMEX60DD037111	AMEX60DD037111
AMEX60DD037112	AMEX60DD037112
AMEX60DD037113	AMEX60DD037113
AMEX60DD037114	AMEX60DD037114
AMEX60DD037115	CAPN6-CAPN5
AMEX60DD037116	AMEX60DD037116
AMEX60DD037117	AMEX60DD037117
AMEX60DD037118	CAPN6-CAPN5
AMEX60DD037119	CR1-3
AMEX60DD037120	AMEX60DD037120
AMEX60DD037121	PAK3
AMEX60DD037122	AMEX60DD037122
AMEX60DD037123	CHRDL1
AMEX60DD037124	AMEX60DD037124
AMEX60DD037125	AMEX60DD037125
AMEX60DD037126	H355_010608-CHRDL1
AMEX60DD037127	H355_010608-CHRDL1
AMEX60DD037128	H355_010608-CHRDL1
AMEX60DD037129	AMMECR1
AMEX60DD037130	AMEX60DD037130
AMEX60DD037131	TMEM164
AMEX60DD037132	CB1_070222002-TMEM164
AMEX60DD037133	AMEX60DD037133
AMEX60DD037134	AMEX60DD037134
AMEX60DD037135	ACSL4
AMEX60DD037136	KCNE5
AMEX60DD037137	NXT2
AMEX60DD037138	GUCY2F
AMEX60DD037139	GUCY2F
AMEX60DD037140	ASZ78_016737-IRS1
AMEX60DD037141	LOC104413294
AMEX60DD037142	AMEX60DD037142
AMEX60DD037143	DR999_PMT01068-COL4A6
AMEX60DD037144	ATG4A
AMEX60DD037145	AMEX60DD037145
AMEX60DD037146	PSMD10
AMEX60DD037147	AMEX60DD037147
AMEX60DD037148	VSIG1
AMEX60DD037149	LOC115081610-SYTL2
AMEX60DD037150	RAB39B
AMEX60DD037151	SLTM
AMEX60DD037152	VBP1
AMEX60DD037153	AMEX60DD037153
AMEX60DD037154	LOC101931195-PICALM
AMEX60DD037155	AMEX60DD037155
AMEX60DD037156	N/A
AMEX60DD037157	GAB3
AMEX60DD037158	AMEX60DD037158
AMEX60DD037159	LOC112843268
AMEX60DD037160	AMEX60DD037160
AMEX60DD037161	LOC115169686
AMEX60DD037162	LOC109975224
AMEX60DD037163	AMEX60DD037163
AMEX60DD037164	AMEX60DD037164
AMEX60DD037165	AMEX60DD037165
AMEX60DD037166	AMEX60DD037166
AMEX60DD037167	AMEX60DD037167
AMEX60DD037168	LOC112138718
AMEX60DD037169	LOC115458260
AMEX60DD037170	AMEX60DD037170
AMEX60DD037171	AMEX60DD037171
AMEX60DD037172	AMEX60DD037172
AMEX60DD037173	AMEX60DD037173
AMEX60DD037174	AMEX60DD037174
AMEX60DD037175	AMEX60DD037175
AMEX60DD037176	AMEX60DD037176
AMEX60DD037177	AMEX60DD037177
AMEX60DD037178	AMEX60DD037178
AMEX60DD037179	AMEX60DD037179
AMEX60DD037180	LOC108698892
AMEX60DD037181	LOC108698892-NYNRIN
AMEX60DD037182	SH2D1A
AMEX60DD037183	N/A
AMEX60DD037184	AMEX60DD037184
AMEX60DD037185	AMEX60DD037185
AMEX60DD037186	AMEX60DD037186
AMEX60DD037187	STAG2
AMEX60DD037188	STAG2
AMEX60DD037189	LOC108697507
AMEX60DD037190	AMEX60DD037190
AMEX60DD037191	AMEX60DD037191
AMEX60DD037192	AMEX60DD037192
AMEX60DD037193	AMEX60DD037193
AMEX60DD037194	N/A
AMEX60DD037195	LOC112547415
AMEX60DD037196	AB205_0218780-EIF3E
AMEX60DD037197	DBR06_SOUSAS32310009-XIAP
AMEX60DD037198	AMEX60DD037198
AMEX60DD037199	THOC2
AMEX60DD037200	THOC2
AMEX60DD037201	AMEX60DD037201
AMEX60DD037202	D4764_15G0009060
AMEX60DD037203	AMEX60DD037203
AMEX60DD037204	GRIA3
AMEX60DD037205	AMEX60DD037205
AMEX60DD037206	AMEX60DD037206
AMEX60DD037207	GRIA3
AMEX60DD037208	AMEX60DD037208
AMEX60DD037209	LOC101342365-THAP4
AMEX60DD037210	AMEX60DD037210
AMEX60DD037211	AMEX60DD037211
AMEX60DD037212	AMEX60DD037212
AMEX60DD037213	AMEX60DD037213
AMEX60DD037214	AMEX60DD037214
AMEX60DD037215	AMEX60DD037215
AMEX60DD037216	DPX16_17940
AMEX60DD037217	AMEX60DD037217
AMEX60DD037218	CUL4B
AMEX60DD037219	AMEX60DD037219
AMEX60DD037220	LOC102461666
AMEX60DD037221	AMEX60DD037221
AMEX60DD037222	LAMP2
AMEX60DD037223	N/A
AMEX60DD037224	ATP1B4
AMEX60DD037225	TMEM255A
AMEX60DD037226	ZBTB33
AMEX60DD037227	AMEX60DD037227
AMEX60DD037228	NKAP
AMEX60DD037229	LOC108264080
AMEX60DD037230	AMEX60DD037230
AMEX60DD037231	LOC107983103
AMEX60DD037232	AMEX60DD037232
AMEX60DD037233	LOC101944121-REELD1
AMEX60DD037234	AMEX60DD037234
AMEX60DD037235	NDUFA1
AMEX60DD037236	UPF3B
AMEX60DD037237	RPL39
AMEX60DD037238	LOC104510815-SOWAHC
AMEX60DD037239	AMEX60DD037239
AMEX60DD037240	AB205_0021700-NKRF
AMEX60DD037241	UBE2A
AMEX60DD037242	AMEX60DD037242
AMEX60DD037243	LOC115094495
AMEX60DD037244	LOC115481199
AMEX60DD037245	AMEX60DD037245
AMEX60DD037246	AMEX60DD037246
AMEX60DD037247	AMEX60DD037247
AMEX60DD037248	SLC25A5
AMEX60DD037249	SLC25A43
AMEX60DD037250	SLC25A43
AMEX60DD037251	PGRMC1
AMEX60DD037252	AMEX60DD037252
AMEX60DD037253	LOC105357518
AMEX60DD037254	AMEX60DD037254
AMEX60DD037255	AMEX60DD037255
AMEX60DD037256	LOC103168222-CRACDL
AMEX60DD037257	LOC105357518
AMEX60DD037258	LOC102350019
AMEX60DD037259	AMEX60DD037259
AMEX60DD037260	AMEX60DD037260
AMEX60DD037261	LONRF3
AMEX60DD037262	AMEX60DD037262
AMEX60DD037263	LOC496342-COMMD5
AMEX60DD037264	FAM199X
AMEX60DD037265	AMEX60DD037265
AMEX60DD037266	AMEX60DD037266
AMEX60DD037267	AMEX60DD037267
AMEX60DD037268	AMEX60DD037268
AMEX60DD037269	AMEX60DD037269
AMEX60DD037270	N/A
AMEX60DD037271	LOC108698892-NYNRIN
AMEX60DD037272	AMEX60DD037272
AMEX60DD037273	LOC103372433
AMEX60DD037274	AMEX60DD037274
AMEX60DD037275	AMEX60DD037275
AMEX60DD037276	AMEX60DD037276
AMEX60DD037277	AMEX60DD037277
AMEX60DD037278	AMEX60DD037278
AMEX60DD037279	AMEX60DD037279
AMEX60DD037280	N/A
AMEX60DD037281	AMEX60DD037281
AMEX60DD037282	DR999_PMT01044-IL1RAPL2
AMEX60DD037283	LOC103300433-IL1RAPL2
AMEX60DD037284	MED26
AMEX60DD037285	AMEX60DD037285
AMEX60DD037286	AMEX60DD037286
AMEX60DD037287	LOC108791230
AMEX60DD037288	DV515_00007127-IL1RAPL2
AMEX60DD037289	LOC104080477-IL1RAPL2
AMEX60DD037290	AMEX60DD037290
AMEX60DD037291	LOC108791230
AMEX60DD037292	LOC111559199
AMEX60DD037293	AMEX60DD037293
AMEX60DD037294	NRK-MAP4K4
AMEX60DD037295	AMEX60DD037295
AMEX60DD037296	RADX
AMEX60DD037297	RNF128
AMEX60DD037298	TBC1D8B
AMEX60DD037299	PASD1-CLOCK
AMEX60DD037300	AMEX60DD037300
AMEX60DD037301	AMEX60DD037301
AMEX60DD037302	VMA21
AMEX60DD037303	AMEX60DD037303
